organism_id:ID,:LABEL,organism_name_raw,organism_name_norm,taxonomy_id,kingdom
organism:43676bbf85cf,Organism,Lycium barbarum,Lycium barbarum,,
organism:29a07643df80,Organism,Haliotis discus hannai,Haliotis discus hannai,,
organism:af2823ac390d,Organism,Dictyophora indusiata,Dictyophora indusiata,,
organism:b3f33b5773e5,Organism,Cordyceps,Cordyceps,,
organism:982eaf3da780,Organism,Picea abies,Picea abies,,
organism:cc8c0203d643,Organism,Mangifera indica,Mangifera indica,,
organism:c2b3a25e00ac,Organism,Coffea arabica,Coffea arabica,,
organism:8bb911af921a,Organism,Syzygium guineense,Syzygium guineense,,
organism:c0fab1c9400c,Organism,Prunus persica,Prunus persica,,
organism:9dda81bae21e,Organism,Lycium chinense,Lycium chinense,,
organism:fda004584ea0,Organism,Angelica Sinensis Radix,Angelica Sinensis Radix,,
organism:c7f3398500c2,Organism,Chinese Huaishan-yams,Chinese Huaishan-yams,,
organism:0476dfff140f,Organism,Gleditsia Sinensis,Gleditsia Sinensis,,
organism:60dd2f81ae9b,Organism,Trigonella foenum-graecum,Trigonella foenum-graecum,,
organism:b3178ed101dd,Organism,Malus spectabilis,Malus spectabilis,,
organism:fe4a808051c1,Organism,Allium cepa,Allium cepa,,
organism:a1b17ea6be96,Organism,Euchresta japonica,Euchresta japonica,,
organism:1f63cfb9ccf9,Organism,Boswellia carterii,Boswellia carterii,,
organism:fd96f8b26e70,Organism,Momordica charantia,Momordica charantia,,
organism:903b9367b94b,Organism,Pseudostellaria Heterophylla,Pseudostellaria Heterophylla,,
organism:bf5e6b5decd9,Organism,Brasenia schreberi,Brasenia schreberi,,
organism:dac2472145a0,Organism,Akante Hofiren Wood Root,Akante Hofiren Wood Root,,
organism:730c6fc12cf9,Organism,Psidium guajava,Psidium guajava,,
organism:be087472e042,Organism,Zostera marina,Zostera marina,,
organism:d6e01c760f0b,Organism,Rhodotorula mucilaginosa YL-1,Rhodotorula mucilaginosa YL-1,,
organism:0f0ffd0c564d,Organism,Juniperus morrisonicola,Juniperus morrisonicola,,
organism:36e91508fb6b,Organism,Dendrobium devonianum,Dendrobium devonianum,,
organism:4b04c9bda1dd,Organism,Cystoseira compressa,Cystoseira compressa,,
organism:aaffb78f56c4,Organism,Amygdalus scoparia Spach,Amygdalus scoparia Spach,,
organism:de4ee2c76ff5,Organism,Medicago sativa,Medicago sativa,,
organism:628f904edd14,Organism,Cerastoderma edule,Cerastoderma edule,,
organism:a6361201dd55,Organism,Ulva lactuca,Ulva lactuca,,
organism:aa6664ed7ade,Organism,Cucumis sativus,Cucumis sativus,,
organism:ddf803bca8fe,Organism,Sargassum carpophyllum,Sargassum carpophyllum,,
organism:b1f993dc84ac,Organism,Flammulina velutipes,Flammulina velutipes,,
organism:7a5a4c6c4fa1,Organism,Hypsizygus marmoreus,Hypsizygus marmoreus,,
organism:3df29ab5e15b,Organism,Castanea henryi,Castanea henryi,,
organism:7abcf3137134,Organism,Homo sapiens,Homo sapiens,,
organism:78b22baf0015,Organism,Cyamopsis tetragonolobas,Cyamopsis tetragonolobas,,
organism:bc5cdba9ae40,Organism,Bacteria,Bacteria,,
organism:ba75d20df3c8,Organism,Laminaria,Laminaria,,
organism:ca5e3e518b4e,Organism,Sargassum thunbergii,Sargassum thunbergii,,
organism:4969c1d4c55a,Organism,Arnebia euchroma,Arnebia euchroma,,
organism:e72d23b7de55,Organism,Taraxacum mongolicum,Taraxacum mongolicum,,
organism:72807178e907,Organism,Zizyphus jujuba,Zizyphus jujuba,,
organism:73976f85bfcb,Organism,Fritillaria pallidiﬂora,Fritillaria pallidiﬂora,,
organism:7067c6f4812e,Organism,Plantago asiatica,Plantago asiatica,,
organism:f3ce22c85466,Organism,Sagittaria sagittifolia,Sagittaria sagittifolia,,
organism:e4e7055a2b0a,Organism,Ulmus pumila,Ulmus pumila,,
organism:c8c9889d9a8d,Organism,Sophora tonkinensis,Sophora tonkinensis,,
organism:0d30f77e6735,Organism,Anoectochilus formosanus,Anoectochilus formosanus,,
organism:d98f0d012de0,Organism,Pimpinella anisum,Pimpinella anisum,,
organism:ae1554691257,Organism,Acanthopanax leucorrhizus,Acanthopanax leucorrhizus,,
organism:b70aa20ab97d,Organism,Pleurotus sajor-caju,Pleurotus sajor-caju,,
organism:28ca3ee41ed3,Organism,Citrullus lanatus,Citrullus lanatus,,
organism:393ffc2eb833,Organism,Suillellus luridus,Suillellus luridus,,
organism:8ad960181b17,Organism,Phyllostachys edulis,Phyllostachys edulis,,
organism:e45e6f481009,Organism,Holothuria fuscopunctata,Holothuria fuscopunctata,,
organism:05e8288d3015,Organism,Epimedium koreanum,Epimedium koreanum,,
organism:2fddd0872283,Organism,Ruminococcus gnavus,Ruminococcus gnavus,,
organism:c66603b5e168,Organism,Hizikia fusiforme,Hizikia fusiforme,,
organism:0680ee695b8c,Organism,Orchidaceae,Orchidaceae,,
organism:949d81e7c643,Organism,Phaseolus vulgaris,Phaseolus vulgaris,,
organism:786ee0973c6d,Organism,Zea mays,Zea mays,,
organism:1a50c696854a,Organism,Eurycoma longifolia,Eurycoma longifolia,,
organism:404cfec54c5a,Organism,Sanghuangporus,Sanghuangporus,,
organism:b788f95894eb,Organism,Silphium perfoliatum,Silphium perfoliatum,,
organism:b97baa81f673,Organism,Auricularia,Auricularia,,
organism:f746cb2edc74,Organism,Cordyceps miltaris,Cordyceps miltaris,,
organism:13b8b12c12b5,Organism,Citrus,Citrus,,
organism:bc9a8908e95a,Organism,Armillaria mellea,Armillaria mellea,,
organism:2a19ff00dbaf,Organism,Juniperus tibetica,Juniperus tibetica,,
organism:0a2e2f3afcfb,Organism,Dendrobium aphyllum,Dendrobium aphyllum,,
organism:8f736c8ce191,Organism,Yeast,Yeast,,
organism:2b7fd15d1f7d,Organism,Hordeum vulgare,Hordeum vulgare,,
organism:0695a9b3c1b5,Organism,Gelidium paciﬁcum,Gelidium paciﬁcum,,
organism:2d411e095e56,Organism,Chuanminshen violaceum,Chuanminshen violaceum,,
organism:2cb77e92b217,Organism,Inonotus obliquus,Inonotus obliquus,,
organism:0efd9e7ce2f5,Organism,Aureobasidium pullulans,Aureobasidium pullulans,,
organism:4dce6bfd184a,Organism,Morus alba L.,Morus alba L.,,
organism:f415cdc75d3d,Organism,Rubus chingii Hu,Rubus chingii Hu,,
organism:2b607591bd3a,Organism,Artemisia sphaerocephala,Artemisia sphaerocephala,,
organism:90cf1f7613c9,Organism,Cordyceps sp.,Cordyceps sp.,,
organism:0a3e096c1ed3,Organism,Eriobotrya japonica,Eriobotrya japonica,,
organism:1aaa5fe253cb,Organism,Caulerpa lentillifera,Caulerpa lentillifera,,
organism:0fc033eaaa8a,Organism,Artemisia afra,Artemisia afra,,
organism:16e823fa445c,Organism,Morinda citrifolia,Morinda citrifolia,,
organism:1816d20306db,Organism,Tamarindus indica L.,Tamarindus indica L.,,
organism:6bcab5642ffe,Organism,Hordeum vulgare L.,Hordeum vulgare L.,,
organism:613022a37dd8,Organism,Auricularia auricula-judae,Auricularia auricula-judae,,
organism:c178be830c4e,Organism,Plantago asiatic L.,Plantago asiatic L.,,
organism:e103b3da0e18,Organism,Sechium edule Sw.,Sechium edule Sw.,,
organism:15dcbeda5b15,Organism,Plantago depressa,Plantago depressa,,
organism:689a95b21809,Organism,Coriolus versicolor,Coriolus versicolor,,
organism:b5fb899f93bd,Organism,Tropicoporus linteus,Tropicoporus linteus,,
organism:0cebd624089e,Organism,Fagopyrum esculentum,Fagopyrum esculentum,,
organism:b5c6ac1b1b6c,Organism,Salvia hispanica L.,Salvia hispanica L.,,
organism:b4671a9e978f,Organism,Lycium barbarium,Lycium barbarium,,
organism:4b39bd01e76f,Organism,Lactobacillus helveticus,Lactobacillus helveticus,,
organism:14400de41171,Organism,broccoli,broccoli,,
organism:a73a2c5fc35a,Organism,Cordyceps gunnii,Cordyceps gunnii,,
organism:ba982ec24900,Organism,Armeniaca sibirica L. Lam.,Armeniaca sibirica L. Lam.,,
organism:5112356e80f8,Organism,Fortunella margarita,Fortunella margarita,,
organism:b2285842f439,Organism,Psidium guajava Linn.,Psidium guajava Linn.,,
organism:3028b57002d6,Organism,Camellia sinensis L.,Camellia sinensis L.,,
organism:8cf3d7fda1c1,Organism,Mauritia flexuosa,Mauritia flexuosa,,
organism:0e3d6cadd646,Organism,Allium macrostemon,Allium macrostemon,,
organism:2ffefd96906c,Organism,Ascophyllum nodosum (L.),Ascophyllum nodosum (L.),,
organism:f1102bf4d429,Organism,Fucus evanescens,Fucus evanescens,,
organism:7b3d0ff9317a,Organism,Acinetobacter baumannii,Acinetobacter baumannii,,
organism:6d4b79d2db68,Organism,Prunella vulgaris,Prunella vulgaris,,
organism:d85d28f16a6d,Organism,Ulva fasciata,Ulva fasciata,,
organism:91765f5c090f,Organism,Monostroma,Monostroma,,
organism:9d6ae94d3df6,Organism,Codium,Codium,,
organism:530e2fa4a885,Organism,Caulerpa,Caulerpa,,
organism:fe459c38217b,Organism,Photorhabdus temperata,Photorhabdus temperata,,
organism:5545c5c4ae9b,Organism,Codium isthmocladum,Codium isthmocladum,,
organism:97562b73e02a,Organism,Lactobacillus plantarum70810,Lactobacillus plantarum70810,,
organism:163ec12a26b2,Organism,Agave americana,Agave americana,,
organism:8b51714b81bc,Organism,Chlorophyceae,Chlorophyceae,,
organism:132f82aa1e81,Organism,Phaeophyceae,Phaeophyceae,,
organism:272daaeac2fc,Organism,Panax quinquefolius,Panax quinquefolius,,
organism:77a47a02cbca,Organism,Cordyceps sinensis,Cordyceps sinensis,,
organism:1253c820e7a2,Organism,Cipangopaludina chinensis,Cipangopaludina chinensis,,
organism:69c355d7c77a,Organism,Hylocereus undatus,Hylocereus undatus,,
organism:caac8da1a5ef,Organism,Abelmoschus esculentus L.,Abelmoschus esculentus L.,,
organism:0755f993bf54,Organism,Stropharia rugosoannulata,Stropharia rugosoannulata,,
organism:90d8ac1ec99d,Organism,Macrolepiota albuminosa (Berk.) Pegler,Macrolepiota albuminosa (Berk.) Pegler,,
organism:775591a8f7c6,Organism,Vitex negundo Linn,Vitex negundo Linn,,
organism:1e93d93e6aef,Organism,Plantago asiatica L.,Plantago asiatica L.,,
organism:fdabff536d9a,Organism,Chondrus ocellatus,Chondrus ocellatus,,
organism:2522ceb4e67a,Organism,Porphyra capensis,Porphyra capensis,,
organism:fb310284e00f,Organism,Fermentation,Fermentation,,
organism:956b9e1f119e,Organism,Tunicates,Tunicates,,
organism:45539a402f53,Organism,Crustaceans、Fungi,Crustaceans、Fungi,,
organism:2638805cd13d,Organism,Animal tissues,Animal tissues,,
organism:c8f99785dc40,Organism,Gastrodia elata Blume,Gastrodia elata Blume,,
organism:06b00ac5a565,Organism,Ulva,Ulva,,
organism:7a764a75b99a,Organism,Edible fungus,Edible fungus,,
organism:581e6f40bc22,Organism,Abelmoschus esculentus L,Abelmoschus esculentus L,,
organism:96413040ea07,Organism,Acacia,Acacia,,
organism:111cf2db6356,Organism,Crustacea,Crustacea,,
organism:bfb7e24f3c80,Organism,Acanthopanax sciadophylloides,Acanthopanax sciadophylloides,,
organism:1ebb0eef7ace,Organism,Polygonatum cyrtonema,Polygonatum cyrtonema,,
organism:16e18c808834,Organism,Saccharum officinarum,Saccharum officinarum,,
organism:52169aa4ea27,Organism,Algae,Algae,,
organism:9ac18aeb4818,Organism,Tuber,Tuber,,
organism:98883b97e35b,Organism,Fungi,Fungi,,
organism:83b1a4a45808,Organism,Lentinus squarrosulus,Lentinus squarrosulus,,
organism:8f4819d7f312,Organism,Sagittaria trifolia,Sagittaria trifolia,,
organism:b2a7c3044048,Organism,Crassiphycus birdiae,Crassiphycus birdiae,,
organism:d98cb0ba289c,Organism,Streptococcus,Streptococcus,,
organism:6a78436cb44a,Organism,Lentinan edodes,Lentinan edodes,,
organism:1bed638a2ab6,Organism,Embryophyta,Embryophyta,,
organism:51d2c8401863,Organism,Ribes nigrum,Ribes nigrum,,
organism:8d3959ea3022,Organism,Asparagus officinalis,Asparagus officinalis,,
organism:d8a7247cd174,Organism,Cantharellus cibarius,Cantharellus cibarius,,
organism:64ff12d55ec3,Organism,Punica granatum,Punica granatum,,
organism:55557fb3ea8c,Organism,Hippophae rhamnoides,Hippophae rhamnoides,,
organism:f6a381e1a4c4,Organism,Carthamus tinctorius,Carthamus tinctorius,,
organism:a2c8ccc51172,Organism,Eremurus Hissaricus,Eremurus Hissaricus,,
organism:451475af8420,Organism,Bangia fuscopurpurea,Bangia fuscopurpurea,,
organism:0d2b79d91928,Organism,Eupolyphaga sinensis,Eupolyphaga sinensis,,
organism:d91b22607027,Organism,Radix Aconiti Lateralis Preparata,Radix Aconiti Lateralis Preparata,,
organism:6814f177fe96,Organism,Lactobacillus,Lactobacillus,,
organism:9bcaa70ce364,Organism,Fructus Mori,Fructus Mori,,
organism:d9ffe8211810,Organism,Notarchus leachii freeri,Notarchus leachii freeri,,
organism:f897589f61a8,Organism,Betula,Betula,,
organism:5a6876ac00e4,Organism,Solanum tuberosum,Solanum tuberosum,,
organism:e1f795f1f0c9,Organism,Ruditapes philippinarum,Ruditapes philippinarum,,
organism:1c335a84600b,Organism,Annona squamosa,Annona squamosa,,
organism:2e65f805cd12,Organism,Dioscorea polystachya,Dioscorea polystachya,,
organism:ec5dcb7a4fb0,Organism,Cucurbita,Cucurbita,,
organism:62f1faad385b,Organism,Chinese quince,Chinese quince,,
organism:46657a9da2e7,Organism,Senna obtusifolia,Senna obtusifolia,,
organism:3a03be06a4a7,Organism,Camellia,Camellia,,
organism:1b52f8bc3818,Organism,Musa acuminata,Musa acuminata,,
organism:d9c4649e2ab8,Organism,Rubus anatolicus,Rubus anatolicus,,
organism:5e526af2d1b0,Organism,Enteromorpha prolifera,Enteromorpha prolifera,,
organism:686f220bfa32,Organism,Sesamum radiatum,Sesamum radiatum,,
organism:ce1be6360648,Organism,Aralia elata,Aralia elata,,
organism:9fc430da0961,Organism,Cynomorium songaricum,Cynomorium songaricum,,
organism:2a85f8ae1c23,Organism,Macroalgae,Macroalgae,,
organism:b36ac05b512f,Organism,Lilium brownii,Lilium brownii,,
organism:34dc2037a2a8,Organism,Phellinus ribis,Phellinus ribis,,
organism:1d7a9f96677f,Organism,Sarcandra glabra,Sarcandra glabra,,
organism:7e987e990dc6,Organism,Malus domestica,Malus domestica,,
organism:79de29ede2bd,Organism,Sinonovacula constricta,Sinonovacula constricta,,
organism:4f4bda4b1a70,Organism,Ganoderma atrum,Ganoderma atrum,,
organism:60909fef3059,Organism,Crustacean,Crustacean,,
organism:b5bf36f695f8,Organism,Avicennia marina,Avicennia marina,,
organism:08209014927f,Organism,Aconitum coreanum,Aconitum coreanum,,
organism:4c65032313fd,Organism,Schisandra sphenanthera,Schisandra sphenanthera,,
organism:e8c2bf33cc2b,Organism,Averrhoa carambola,Averrhoa carambola,,
organism:3e605c281bb3,Organism,Cymbopogon citratus,Cymbopogon citratus,,
organism:dc680990d17b,Organism,Atractylodes macrocephala,Atractylodes macrocephala,,
organism:40e7d12e697f,Organism,Odontella aurita,Odontella aurita,,
organism:6967d4462bb5,Organism,Gallus gallus,Gallus gallus,,
organism:11e8b4e9866e,Organism,Hymenaea courbaril,Hymenaea courbaril,,
organism:c471218f6f30,Organism,Litchi chinensis,Litchi chinensis,,
organism:50b63ebd2867,Organism,Crassostrea gigas,Crassostrea gigas,,
organism:416995465e65,Organism,Amaranthus caudatus,Amaranthus caudatus,,
organism:203d9667646c,Organism,Prunus dulcis,Prunus dulcis,,
organism:80510fa4eadb,Organism,Boletus edulis,Boletus edulis,,
organism:4d4d6c2f7900,Organism,Saussurea laniceps,Saussurea laniceps,,
organism:b6f9a132a4d9,Organism,Rosa roxburghii,Rosa roxburghii,,
organism:929f7f7041e0,Organism,Aloe vera,Aloe vera,,
organism:b38b616df502,Organism,Grateloupia livida,Grateloupia livida,,
organism:ffa3d2bb4d5e,Organism,Huangjiu,Huangjiu,,
organism:5fd69516f4dc,Organism,Meretrix meretrix,Meretrix meretrix,,
organism:a214382e6b64,Organism,Angelica pubescens,Angelica pubescens,,
organism:d6185123847c,Organism,Auricularia cornea,Auricularia cornea,,
organism:bf3028e0efff,Organism,Coprinus comatus,Coprinus comatus,,
organism:cdabc044beaa,Organism,Malus halliana,Malus halliana,,
organism:eb0d09530751,Organism,Corylus avellana L.,Corylus avellana L.,,
organism:c8eef5644343,Organism,Ziziphus Jujuba cv. Muzao,Ziziphus Jujuba cv. Muzao,,
organism:19990ec0f419,Organism,Suaeda salsa,Suaeda salsa,,
organism:7aaf352f908c,Organism,Ugni molinae,Ugni molinae,,
organism:624134db9f47,Organism,Lachancea thermotolerans,Lachancea thermotolerans,,
organism:dbf349a8f310,Organism,Torulaspora delbrueckii,Torulaspora delbrueckii,,
organism:761df19e0a8e,Organism,Schizosaccharomyces pombe,Schizosaccharomyces pombe,,
organism:7ae43f9da000,Organism,Hanseniaspora valbyensis,Hanseniaspora valbyensis,,
organism:1dde24441b81,Organism,Hanseniaspora uvarum,Hanseniaspora uvarum,,
organism:7e2269d18fd8,Organism,Metschnikowia pulcherrima,Metschnikowia pulcherrima,,
organism:7a3e83de035d,Organism,Pichia fermentans,Pichia fermentans,,
organism:0d0537df5bfe,Organism,Pichia,Pichia,,
organism:2f96d757b7c1,Organism,Starmerella bombicola,Starmerella bombicola,,
organism:c9b76b9ef735,Organism,Saccharomycodes ludwigii,Saccharomycodes ludwigii,,
organism:d22fe45fe67c,Organism,Zygosaccharomyces bailii,Zygosaccharomyces bailii,,
organism:f7c1f9b74a0b,Organism,Brettanomyces bruxellensis,Brettanomyces bruxellensis,,
organism:496dcca96bae,Organism,Lens culinaris,Lens culinaris,,
organism:1956035557b2,Organism,Pisum sativum,Pisum sativum,,
organism:b2b6b2815906,Organism,Cicer arietinum,Cicer arietinum,,
organism:c35ff082c971,Organism,Physalis alkekengi,Physalis alkekengi,,
organism:a5201078c7ea,Organism,Aspergillus versicolor,Aspergillus versicolor,,
organism:0c77626f88c6,Organism,Sipunculus nudus,Sipunculus nudus,,
organism:3c062ff49b51,Organism,Opuntia ficus-indica,Opuntia ficus-indica,,
organism:6594c31332aa,Organism,Haematococcus lacustris,Haematococcus lacustris,,
organism:8357e4974d31,Organism,Nostoc muscorum,Nostoc muscorum,,
organism:bb4dea211355,Organism,Aloe ferox,Aloe ferox,,
organism:039cf8070e8e,Organism,Paullinia cupana,Paullinia cupana,,
organism:eaa8826a9eaf,Organism,Auricularia auricula,Auricularia auricula,,
organism:6940336255ae,Organism,Prosopis alpataco,Prosopis alpataco,,
organism:c05720695e7e,Organism,Cassia tora,Cassia tora,,
organism:4edb013a143e,Organism,Lachnum,Lachnum,,
organism:32d606dc3451,Organism,Aphanothece stagnina,Aphanothece stagnina,,
organism:5cd2eea69a12,Organism,Actinidia chinensis,Actinidia chinensis,,
organism:f2323fbe0c6b,Organism,Actinidia deliciosa,Actinidia deliciosa,,
organism:196240368ace,Organism,Brugmansia aurea,Brugmansia aurea,,
organism:ecfb3dc0697c,Organism,Apostichopus japonicus,Apostichopus japonicus,,
organism:90b843fc4323,Organism,Valerianella locusta,Valerianella locusta,,
organism:6e82406cc51f,Organism,Laminaria saccharina,Laminaria saccharina,,
organism:04936b34ca3b,Organism,plant cell wall,plant cell wall,,
organism:9e309fc8709d,Organism,Grateloupia filicina,Grateloupia filicina,,
organism:fc2988a4e355,Organism,Soluble Starch,Soluble Starch,,
organism:f27eb324979b,Organism,Lactobacillus rhamnosus,Lactobacillus rhamnosus,,
organism:3b98759e2d34,Organism,Cordyceps gunnii var. minor,Cordyceps gunnii var. minor,,
organism:b1e6ae33a951,Organism,Caesalpinia spinosa,Caesalpinia spinosa,,
organism:9cfaffdd7cda,Organism,Helianthus tuberosus,Helianthus tuberosus,,
organism:6a1aa33696cf,Organism,Brassica rapa,Brassica rapa,,
organism:02343f0f8076,Organism,Macrocystis pyrifera,Macrocystis pyrifera,,
organism:b7067749e816,Organism,Bradyrhizobiumelkanii,Bradyrhizobiumelkanii,,
organism:3b66efaa5a2c,Organism,Actinomycetales,Actinomycetales,,
organism:fa060a13b235,Organism,Providencia stuartii,Providencia stuartii,,
organism:47eacc81707e,Organism,Proteus mirabilis,Proteus mirabilis,,
organism:fdc86b8080b1,Organism,Bergenia crassifolia,Bergenia crassifolia,,
organism:b1733fe8378e,Organism,Streptococcus pneumoniae,Streptococcus pneumoniae,,
organism:59e8841c34fa,Organism,Alaria fistulosa,Alaria fistulosa,,
organism:3bf40ca3ca01,Organism,Alaria marginata,Alaria marginata,,
organism:f69134361805,Organism,Laminaria cichorioides,Laminaria cichorioides,,
organism:102e1bfd11e4,Organism,Streptococcus macedonicus,Streptococcus macedonicus,,
organism:f4dd2e5d9d9e,Organism,Bostrychia montagnei,Bostrychia montagnei,,
organism:fb7960af6c8c,Organism,Lytechinus variegatus,Lytechinus variegatus,,
organism:4f770a59ef1a,Organism,Penicillium vermiculatum,Penicillium vermiculatum,,
organism:032175d92efe,Organism,Achyranthes bidentata,Achyranthes bidentata,,
organism:769de74c9fbd,Organism,Toxicodendron vernicifluum,Toxicodendron vernicifluum,,
organism:023ed78cc1d0,Organism,Porphyromonas circumdentaria,Porphyromonas circumdentaria,,
organism:3e14066a0378,Organism,Pseudomonas tolaasii,Pseudomonas tolaasii,,
organism:59e215b76142,Organism,Hafnia alvei,Hafnia alvei,,
organism:7235aac92105,Organism,Proteus vulgaris,Proteus vulgaris,,
organism:f88c9d8259be,Organism,Staphylococcus epidermidis,Staphylococcus epidermidis,,
organism:9dc54519fb0e,Organism,Neohydatothrips variabilis,Neohydatothrips variabilis,,
organism:cdf5e453f70d,Organism,Corbicula fluminea,Corbicula fluminea,,
organism:e49db66cbe7f,Organism,Naematelia aurantialba,Naematelia aurantialba,,
organism:9a202669305a,Organism,Morchella importuna fruiting bodies,Morchella importuna fruiting bodies,,
organism:66862e3a9876,Organism,Hippocampus mohnikei,Hippocampus mohnikei,,
organism:e994600553f5,Organism,Actinopyga mauritiana,Actinopyga mauritiana,,
organism:81a325c0d042,Organism,Staphylococcus aureus,Staphylococcus aureus,,
organism:09ba2fe97703,Organism,Lemna minor,Lemna minor,,
organism:a3b0f5e0bc89,Organism,Acer pseudoplatanus,Acer pseudoplatanus,,
organism:8ba32f1ee976,Organism,Aloe,Aloe,,
organism:a2039af1ea98,Organism,Auxenochlorella pyrenoidosa,Auxenochlorella pyrenoidosa,,
organism:be1d84a847fb,Organism,Canistrocarpus cervicornis,Canistrocarpus cervicornis,,
organism:1417c7f7dea2,Organism,Nitraria tangutorum Bobrov,Nitraria tangutorum Bobrov,,
organism:6b51036734b4,Organism,Pleurotus citrinopileatus Singer,Pleurotus citrinopileatus Singer,,
organism:902876241a0c,Organism,Zingiber officinale,Zingiber officinale,,
organism:f0f8f810dab5,Organism,Senegalia senegal,Senegalia senegal,,
organism:6ae836ba31c4,Organism,Arthrospira platensis,Arthrospira platensis,,
organism:a2706aa2c7c1,Organism,Citrus limetta,Citrus limetta,,
organism:85896c9e27a1,Organism,Bacillus velezensis,Bacillus velezensis,,
organism:3218f910976a,Organism,Pachyrhizus erosus,Pachyrhizus erosus,,
organism:ffcf3fbe6b49,Organism,Duchesnea indica,Duchesnea indica,,
organism:734ffa99cff7,Organism,Cucumis melo,Cucumis melo,,
organism:c609a913ce21,Organism,Lactobacillus plantarum HY,Lactobacillus plantarum HY,,
organism:1c72f5a4063d,Organism,Enterococcus faecium WEFA23,Enterococcus faecium WEFA23,,
organism:9038b74bc423,Organism,Citrus medica var. sarcodactylis,Citrus medica var. sarcodactylis,,
organism:3dbc0aba0ae5,Organism,Thelephora ganbajun,Thelephora ganbajun,,
organism:bf45c54dcaf1,Organism,Vigna radiata,Vigna radiata,,
organism:fe0ef6b348f6,Organism,Trollius chinensis,Trollius chinensis,,
organism:a2cef43209c8,Organism,Monascus purpureus,Monascus purpureus,,
organism:1c5abee129a0,Organism,Althaea officinalis,Althaea officinalis,,
organism:ca941e9b4b03,Organism,Castanea mollissima,Castanea mollissima,,
organism:24300f152cc2,Organism,Helicteres isora,Helicteres isora,,
organism:7ffef0654159,Organism,Enteromorpha intestinalis,Enteromorpha intestinalis,,
organism:00181e076ace,Organism,Isochrysis galbana,Isochrysis galbana,,
organism:239fbc961c10,Organism,Chaenomeles speciosa,Chaenomeles speciosa,,
organism:41da90b8310d,Organism,Fortunella japonica,Fortunella japonica,,
organism:a7dbff98804e,Organism,Malva sylvestris,Malva sylvestris,,
organism:15c802ab17d1,Organism,Cedrus deodara,Cedrus deodara,,
organism:465ded1222fa,Organism,Leucocoprinus birnbaumii,Leucocoprinus birnbaumii,,
organism:81179c05fafa,Organism,Dictyopteris divaricata,Dictyopteris divaricata,,
organism:25ef0eb07d1e,Organism,Kluyveromyces marxianus,Kluyveromyces marxianus,,
organism:3112420d0249,Organism,Polygonum aviculare,Polygonum aviculare,,
organism:af2a00130618,Organism,Periploca sepium,Periploca sepium,,
organism:5fe654ce09a9,Organism,Gynura segetum,Gynura segetum,,
organism:394eab24f36d,Organism,Lactobacillus fermentum,Lactobacillus fermentum,,
organism:2346fb0731d4,Organism,Agave sisalana,Agave sisalana,,
organism:f5fef1b22db0,Organism,Capsicum annuum,Capsicum annuum,,
organism:bdaa67c7dec1,Organism,Prunus pseudocerasus,Prunus pseudocerasus,,
organism:61f1c116a594,Organism,Saposhnikovia divaricata,Saposhnikovia divaricata,,
organism:51c111b9ae86,Organism,Boletus,Boletus,,
organism:592490afaac6,Organism,Hemerocallis fulva,Hemerocallis fulva,,
organism:a618a116cdcc,Organism,Phyllostachys,Phyllostachys,,
organism:3a676cf56b2b,Organism,Weissella cibaria,Weissella cibaria,,
organism:22dc876b34af,Organism,Ganoderma applanatum,Ganoderma applanatum,,
organism:c7d9078c7c12,Organism,Haliotis,Haliotis,,
organism:44947c70d57e,Organism,Lepiota,Lepiota,,
organism:d726e9204f2d,Organism,Chrysanthemum indicum,Chrysanthemum indicum,,
organism:fc2fbe843565,Organism,Pinctada,Pinctada,,
organism:786e7e3c193e,Organism,Aconitum carmichaelii,Aconitum carmichaelii,,
organism:b346892fa3b2,Organism,Clausena lansium,Clausena lansium,,
organism:eb7791110c8a,Organism,Eleutherococcus senticosus,Eleutherococcus senticosus,,
organism:d64950dec244,Organism,Dendrobium fimbriatum,Dendrobium fimbriatum,,
organism:a93dfb2cbea0,Organism,Hibiscus mutabilis,Hibiscus mutabilis,,
organism:f1d0ae26205e,Organism,Bacillus anthracis,Bacillus anthracis,,
organism:fbb16146adc7,Organism,Fritillaria cirrhosa,Fritillaria cirrhosa,,
organism:177016d1b429,Organism,Aureococcus anophagefferens,Aureococcus anophagefferens,,
organism:e693f9b1498a,Organism,Pseudomonas sp. PT-8,Pseudomonas sp. PT-8,,
organism:4383d51c96e5,Organism,Cyathula officinalis,Cyathula officinalis,,
organism:bfdbad46bc63,Organism,Apocynum venetum,Apocynum venetum,,
organism:a09b71cc096c,Organism,Gibberella zeae,Gibberella zeae,,
organism:6f57c6428ca8,Organism,Strobilomyces strobilaceus,Strobilomyces strobilaceus,,
organism:b0ff8a4b4561,Organism,Elaeagnus umbellata,Elaeagnus umbellata,,
organism:95314369cf60,Organism,Coffea,Coffea,,
organism:236158ab2de2,Organism,Mycobacterium tuberculosis,Mycobacterium tuberculosis,,
organism:ef2936921435,Organism,Fomitopsis pinicola,Fomitopsis pinicola,,
organism:5a7086c2f617,Organism,Rhodotorula sp.,Rhodotorula sp.,,
organism:1d15db1d22f4,Organism,Camellia oleifera,Camellia oleifera,,
organism:9b442d35195a,Organism,Ulva intestinalis,Ulva intestinalis,,
organism:d969a7ebb458,Organism,Panax japonicus,Panax japonicus,,
